X,Y
1980-12-30T00:00:00,257.6711231
1980-12-31T00:00:00,254.6419777
1981-01-01T00:00:00,249.4811298
1981-01-02T00:00:00,249.9671965
1981-01-03T00:00:00,250.2712454
1981-01-04T00:00:00,253.0834922
1981-01-05T00:00:00,253.7710309
1981-01-06T00:00:00,253.0704685
1981-01-07T00:00:00,252.4012956
1981-01-08T00:00:00,250.9870597
1981-01-09T00:00:00,250.4936768
1981-01-10T00:00:00,256.7527406
1981-01-11T00:00:00,252.1604825
1981-01-12T00:00:00,253.8361414
1981-01-13T00:00:00,253.8654974
1981-01-14T00:00:00,250.2576935
1981-01-15T00:00:00,249.3976455
1981-01-16T00:00:00,246.7136735
1981-01-17T00:00:00,250.092409
1981-01-18T00:00:00,249.5391068
1981-01-19T00:00:00,247.0070421
1981-01-21T00:00:00,251.4347465
1981-01-22T00:00:00,251.8925019
1981-01-23T00:00:00,251.6757996
1981-01-24T00:00:00,247.7000381
1981-01-25T00:00:00,249.4976447
1981-01-26T00:00:00,250.1633184
1981-01-27T00:00:00,253.2585792
1981-01-28T00:00:00,252.9407956
1981-01-29T00:00:00,248.3731193
1981-01-30T00:00:00,244.6190998
1981-01-31T00:00:00,246.5321481
1981-02-01T00:00:00,248.8992144
1981-02-02T00:00:00,246.5458113
1981-02-03T00:00:00,243.3086126
1981-02-04T00:00:00,244.5236881
1981-02-05T00:00:00,248.2614508
1981-02-06T00:00:00,251.3856743
1981-02-07T00:00:00,247.1587825
1981-02-08T00:00:00,247.5318741
1981-02-09T00:00:00,248.1122881
1981-02-10T00:00:00,245.7116995
1981-02-11T00:00:00,244.3502574
1981-02-12T00:00:00,245.1306539
1981-02-13T00:00:00,249.882616
1981-02-14T00:00:00,251.6754842
1981-02-15T00:00:00,253.0842151
1981-02-16T00:00:00,251.9290072
1981-02-17T00:00:00,249.9381901
1981-02-18T00:00:00,249.8698505
1981-02-19T00:00:00,249.9824881
1981-02-20T00:00:00,251.7574869
1981-02-21T00:00:00,251.277656
1981-02-22T00:00:00,248.9733886
1981-02-23T00:00:00,251.1492898
1981-02-24T00:00:00,250.6966462
1981-02-25T00:00:00,246.5146641
1981-02-26T00:00:00,245.3567871
1981-02-27T00:00:00,245.3911992
1981-02-28T00:00:00,246.440462
1981-03-01T00:00:00,247.2786529
1981-03-02T00:00:00,243.2440224
1981-03-03T00:00:00,244.4528542
1981-03-04T00:00:00,242.1268211
1981-03-05T00:00:00,247.7418577
1981-03-06T00:00:00,256.0043889
1981-03-07T00:00:00,255.9605675
1981-03-08T00:00:00,254.1949025
1981-03-09T00:00:00,250.2639293
1981-03-11T00:00:00,254.0258528
1981-03-12T00:00:00,251.4295791
1981-03-13T00:00:00,253.5948636
1981-03-14T00:00:00,259.0462085
1981-03-15T00:00:00,256.809824
1981-03-16T00:00:00,253.9959765
1981-03-17T00:00:00,255.9847004
